Lema	POS	rARF_Janes	rARF_Gos	rARF_Kres	rARF_Šolar	rARF_Povprečno	
zadeti	g	0,00409	0,00126	0,00236	0,00166	0,00234	
zaspati	g	0,00206	0,00213	0,00167	0,00351	0,00234	
tik	r	0,00226	0,00155	0,00396	0,0016	0,00234	
sprehod	s	0,00222	0,00136	0,0024	0,00338	0,00234	
stalen	p	0,00191	0,00116	0,00474	0,00154	0,00234	
zima	s	0,00366	0,00165	0,00268	0,00135	0,00234	
zimski	p	0,00334	0,00126	0,00338	0,00135	0,00233	
pivo	s	0,00548	0,00155	0,00192	0,00037	0,00233	
drama	s	0,00166	0,00058	0,00197	0,00511	0,00233	
kamen	s	0,00226	0,00213	0,00339	0,00154	0,00233	
oglasiti	g	0,00344	0,00174	0,00278	0,00135	0,00233	
odvisno	r	0,0015	0,00523	0,00153	0,00105	0,00233	
zaupanje	s	0,00194	0,00058	0,00261	0,00418	0,00233	
sestanek	s	0,002	0,00348	0,00284	0,00098	0,00233	
ljubezenski	p	0,00048	0,00077	0,00208	0,00597	0,00233	
voznik	s	0,00308	0,00087	0,00362	0,00172	0,00232	
spodbujati	g	0,00121	0,00029	0,00359	0,00418	0,00232	
obdržati	g	0,0018	0,00194	0,00258	0,00295	0,00232	
tujec	s	0,00263	0,00077	0,00292	0,00295	0,00232	
datum	s	0,00266	0,00223	0,00296	0,00142	0,00232	
dno	s	0,00254	0,00097	0,00353	0,00222	0,00232	
karkoli	z	0,00435	0,00019	0,00176	0,00295	0,00231	
strog	p	0,00122	0,00097	0,00226	0,0048	0,00231	
zamuditi	g	0,00431	0,00194	0,00158	0,00142	0,00231	
zapomniti	g	0,00189	0,00348	0,00178	0,00209	0,00231	
dvom	s	0,00256	0,00077	0,00345	0,00246	0,00231	
tragedija	s	0,00105	0,00029	0,00112	0,00677	0,00231	
o	s	0,00263	0,00445	0,00086	0,00129	0,00231	
župan	s	0,00296	0,00116	0,00349	0,0016	0,00230	
izobraževanje	s	0,00152	0,00126	0,00397	0,00246	0,00230	
naprava	s	0,00219	0,00097	0,00488	0,00117	0,00230	
tehnologija	s	0,00223	0,00136	0,0042	0,00142	0,00230	
svetel	p	0,0016	0,00106	0,00283	0,00369	0,00230	
sovraštvo	s	0,00152	0,00019	0,00101	0,00646	0,00230	
izpolniti	g	0,00158	0,00087	0,00322	0,00351	0,00230	
odhod	s	0,00211	0,00068	0,00331	0,00308	0,00230	
prepovedan	p	0,0023	0,00058	0,00242	0,00388	0,00230	
klasičen	p	0,00251	0,00184	0,00408	0,00074	0,00229	
zamisliti	g	0,00209	0,00194	0,00199	0,00314	0,00229	
rojen	p	0,00171	0,00068	0,00265	0,00412	0,00229	
čustven	p	0,00098	0,00068	0,00207	0,00541	0,00229	
vidik	s	0,00202	0,00203	0,00342	0,00166	0,00228	
grozen	p	0,0027	0,00203	0,00114	0,00326	0,00228	
poslanec	s	0,00489	0,00077	0,00314	0,00031	0,00228	
obveznost	s	0,00124	0,00136	0,00503	0,00148	0,00228	
objavljen	p	0,00281	0,00136	0,00376	0,00117	0,00228	
prispeti	g	0,00111	0,00029	0,00228	0,00541	0,00227	
šesti	k	0,00079	0,00494	0,00225	0,00111	0,00227	
odpirati	g	0,00309	0,00203	0,00304	0,00092	0,00227	
moderen	p	0,00219	0,00145	0,00316	0,00228	0,00227	
oh	m	0,00442	0,00271	0,00164	0,00031	0,00227	
iziti	g	0,00202	0,00194	0,00296	0,00215	0,00227	
uresničiti	g	0,00133	0,00029	0,00247	0,00498	0,00227	
prepričanje	s	0,00181	0,00039	0,00298	0,00388	0,00227	
metati	g	0,00365	0,00203	0,00166	0,00172	0,00227	
pesnik	s	0,0008	0,00039	0,00196	0,00591	0,00227	
šef	s	0,00378	0,00203	0,00208	0,00117	0,00227	
laž	s	0,00358	0,00087	0,00146	0,00314	0,00226	
možgani	s	0,00406	0,00097	0,00278	0,00123	0,00226	
vključiti	g	0,00158	0,00174	0,00363	0,00209	0,00226	
vrtec	s	0,00249	0,00194	0,00227	0,00234	0,00226	
članica	s	0,00162	0,00077	0,00406	0,00258	0,00226	
status	s	0,00206	0,00077	0,00288	0,00332	0,00226	
kot	s	0,00191	0,00213	0,0037	0,00129	0,00226	
presenečen	p	0,00201	0,00145	0,00212	0,00345	0,00226	
plačan	p	0,00309	0,00223	0,00192	0,00178	0,00226	
ustrezati	g	0,00217	0,00155	0,00368	0,0016	0,00225	
gospodar	s	0,00137	0,00068	0,0019	0,00505	0,00225	
nasprotovati	g	0,00125	0,00019	0,00177	0,00578	0,00225	
izlet	s	0,00196	0,00155	0,00252	0,00295	0,00225	
prehod	s	0,0021	0,00165	0,00406	0,00117	0,00225	
povezovati	g	0,00128	0,00126	0,00355	0,00289	0,00225	
množica	s	0,00218	0,00077	0,0038	0,00222	0,00224	
vstop	s	0,0024	0,00116	0,00374	0,00166	0,00224	
pogost	p	0,00156	0,00116	0,00409	0,00215	0,00224	
zdravilo	s	0,0028	0,00087	0,00443	0,00086	0,00224	
bolnišnica	s	0,00125	0,00068	0,00389	0,00314	0,00224	
nameniti	g	0,00173	0,00087	0,00394	0,0024	0,00224	
uvod	s	0,00115	0,00145	0,00197	0,00437	0,00224	
delež	s	0,00162	0,00155	0,00485	0,00092	0,00224	
lačen	p	0,00322	0,00145	0,0016	0,00265	0,00223	
kaznovati	g	0,00138	0,00058	0,00164	0,00529	0,00222	
prispevati	g	0,00249	0,00087	0,00472	0,0008	0,00222	
skrit	p	0,00223	0,00126	0,00329	0,00209	0,00222	
darilo	s	0,00301	0,00155	0,00308	0,00123	0,00222	
smešen	p	0,00345	0,00184	0,00161	0,00197	0,00222	
peti	k	0,00141	0,00329	0,00256	0,0016	0,00222	
obratno	r	0,00289	0,00184	0,00111	0,00302	0,00222	
sovražiti	g	0,00219	0,00019	0,00117	0,00529	0,00221	
napovedati	g	0,00261	0,00194	0,00286	0,00142	0,00221	
krut	p	0,00111	0,00029	0,00097	0,00646	0,00221	
deček	s	0,00122	0,00039	0,00198	0,00523	0,00221	
hrvaški	p	0,00303	0,00165	0,00339	0,00074	0,00220	
dokazovati	g	0,00217	0,00068	0,00294	0,00302	0,00220	
kandidat	s	0,00393	0,00077	0,00371	0,00037	0,00220	
temeljen	p	0,00128	0,00174	0,0041	0,00166	0,00220	
univerza	s	0,00161	0,00165	0,00497	0,00055	0,00220	
sestavljati	g	0,00116	0,00116	0,00375	0,00271	0,00220	
nočen	p	0,00273	0,00126	0,00362	0,00117	0,00220	
skrivnost	s	0,00201	0,00058	0,00427	0,00191	0,00219	
hrib	s	0,00192	0,00242	0,00203	0,0024	0,00219	
oblečen	p	0,00137	0,00116	0,00236	0,00388	0,00219	
določati	g	0,00135	0,00087	0,00457	0,00197	0,00219	
vtis	s	0,00193	0,00087	0,00328	0,00265	0,00218	
zapisan	p	0,00202	0,00126	0,00298	0,00246	0,00218	
zaščita	s	0,00267	0,00077	0,00454	0,00074	0,00218	
smeh	s	0,00338	0,00136	0,00285	0,00111	0,00218	
policist	s	0,00267	0,00126	0,00379	0,00098	0,00218	
gledalec	s	0,00166	0,00213	0,00319	0,00172	0,00218	
ogromen	p	0,00253	0,00136	0,00247	0,00234	0,00218	
zdržati	g	0,0033	0,00242	0,00155	0,00142	0,00217	
firma	s	0,00404	0,00281	0,00121	0,00062	0,00217	
literaren	p	0,00052	0,00077	0,00171	0,00566	0,00217	
prikazovati	g	0,00119	0,00039	0,0024	0,00468	0,00217	
kombinacija	s	0,00293	0,00213	0,00342	0,00018	0,00217	
koristen	p	0,00266	0,00087	0,00309	0,00203	0,00216	
umor	s	0,00139	0,00058	0,00188	0,0048	0,00216	
pouk	s	0,0006	0,00145	0,0018	0,0048	0,00216	
študij	s	0,00138	0,00058	0,00374	0,00295	0,00216	
stil	s	0,0035	0,00184	0,0017	0,0016	0,00216	
a	s	0,00472	0,00126	0,00185	0,0008	0,00216	
večerja	s	0,00207	0,00087	0,0028	0,00289	0,00216	
teža	s	0,00229	0,00126	0,00397	0,00111	0,00216	
november	s	0,00261	0,00145	0,00439	0,00018	0,00216	
ugoden	p	0,00251	0,00145	0,00355	0,00111	0,00216	
svetloba	s	0,00178	0,00097	0,00439	0,00148	0,00216	
obala	s	0,00223	0,00116	0,00362	0,0016	0,00215	
kariera	s	0,00196	0,00194	0,00329	0,00142	0,00215	
izjema	s	0,00272	0,00068	0,00317	0,00203	0,00215	
ljudski	p	0,00209	0,00106	0,00372	0,00172	0,00215	
loviti	g	0,00267	0,00126	0,00208	0,00258	0,00215	
površina	s	0,00129	0,00155	0,0052	0,00055	0,00215	
oddelek	s	0,00153	0,00126	0,00468	0,00111	0,00215	
lanski	p	0,00226	0,00232	0,00326	0,00074	0,00215	
izobrazba	s	0,00137	0,00029	0,00221	0,00468	0,00214	
doslej	r	0,00148	0,00097	0,00555	0,00055	0,00214	
domovina	s	0,00222	0,00019	0,00226	0,00388	0,00214	
plesati	g	0,00151	0,00155	0,00155	0,00394	0,00214	
julij	s	0,00221	0,00087	0,00436	0,00111	0,00214	
dodatek	s	0,00333	0,00068	0,00399	0,00055	0,00214	
zbirka	s	0,00132	0,00058	0,00456	0,00209	0,00214	
spiti	g	0,00215	0,0031	0,00096	0,00234	0,00214	
sestavljen	p	0,00093	0,00116	0,00306	0,00338	0,00213	
označiti	g	0,00195	0,00165	0,00253	0,0024	0,00213	
stopinja	s	0,0023	0,00358	0,00222	0,00043	0,00213	
oko	s	0,00238	0,00087	0,00287	0,0024	0,00213	
redko	r	0,00195	0,00145	0,00282	0,00228	0,00213	
živec	s	0,00353	0,00223	0,00181	0,00092	0,00212	
simbol	s	0,00161	0,00097	0,00252	0,00338	0,00212	
izjemen	p	0,00257	0,00097	0,00383	0,00111	0,00212	
odločen	p	0,00121	0,00068	0,00222	0,00437	0,00212	
obvezen	p	0,003	0,00087	0,00305	0,00154	0,00212	
opravičevati	g	0,00408	0,00155	0,00122	0,0016	0,00211	
učinkovit	p	0,00226	0,00068	0,00471	0,0008	0,00211	
kuhati	g	0,00253	0,00242	0,00225	0,00123	0,00211	
dnevnik	s	0,00278	0,00165	0,00313	0,00086	0,00211	
mladost	s	0,00147	0,00068	0,00189	0,00437	0,00210	
mleko	s	0,00272	0,00194	0,00332	0,00043	0,00210	
val	s	0,00251	0,00126	0,00314	0,00148	0,00210	
rastlina	s	0,00095	0,00106	0,00483	0,00154	0,00210	
znanost	s	0,00275	0,00087	0,00334	0,00142	0,00210	
velikost	s	0,00229	0,00126	0,0042	0,00062	0,00209	
pomanjkanje	s	0,00194	0,00068	0,00347	0,00228	0,00209	
meriti	g	0,00235	0,00271	0,00292	0,00037	0,00209	
pisarna	s	0,00234	0,00145	0,00301	0,00154	0,00209	
zvest	p	0,00118	0,00019	0,00185	0,00511	0,00208	
poročen	p	0,0013	0,00097	0,00255	0,00351	0,00208	
izvesti	g	0,0018	0,00213	0,00323	0,00117	0,00208	
premoženje	s	0,00225	0,00068	0,00312	0,00228	0,00208	
rahlo	r	0,00187	0,00174	0,00306	0,00166	0,00208	
odstraniti	g	0,00296	0,00097	0,0036	0,0008	0,00208	
očitati	g	0,00168	0,00077	0,00181	0,00406	0,00208	
avtobus	s	0,00205	0,00165	0,00234	0,00228	0,00208	
turističen	p	0,00123	0,00126	0,00354	0,00228	0,00208	
letalo	s	0,00293	0,00136	0,00334	0,00068	0,00208	
prometen	p	0,00237	0,00106	0,00358	0,00129	0,00208	
poleti	r	0,00221	0,00184	0,00234	0,00191	0,00208	
sedanji	p	0,00205	0,00106	0,00365	0,00154	0,00208	
avgust	s	0,00227	0,00155	0,00417	0,00031	0,00208	
žep	s	0,00309	0,00145	0,00283	0,00092	0,00207	
vsakič	r	0,00294	0,00174	0,00157	0,00203	0,00207	
sovražnik	s	0,00191	0,00019	0,00175	0,00443	0,00207	
podariti	g	0,00223	0,00077	0,00249	0,00277	0,00207	
zahvaljevati	g	0,00139	0,00097	0,00104	0,00486	0,00207	
pomlad	s	0,0026	0,00116	0,00241	0,00209	0,00207	
reševanje	s	0,00192	0,00097	0,00328	0,00209	0,00207	
ogenj	s	0,0019	0,00077	0,00328	0,00228	0,00206	
prepustiti	g	0,00133	0,00087	0,00265	0,00338	0,00206	
oceniti	g	0,00182	0,00232	0,00323	0,00086	0,00206	
očetov	p	0,00035	0,00019	0,00122	0,00646	0,00206	
objekt	s	0,00156	0,00136	0,00456	0,00074	0,00206	
koleno	s	0,00307	0,00126	0,00266	0,00123	0,00206	
predati	g	0,00129	0,00058	0,00185	0,00449	0,00205	
povprečen	p	0,00297	0,00068	0,00314	0,00142	0,00205	
spor	s	0,001	0,00048	0,00279	0,00394	0,00205	
razviden	p	0,00065	0,0001	0,00129	0,00615	0,00205	
dejavnik	s	0,0007	0,00077	0,00266	0,00406	0,00205	
gimnazija	s	0,00096	0,00155	0,00154	0,00412	0,00204	
vabilo	s	0,00129	0,00097	0,00129	0,00462	0,00204	
pripadati	g	0,00176	0,00048	0,00291	0,00302	0,00204	
blizu	d	0,00204	0,00136	0,00243	0,00234	0,00204	
oder	s	0,00179	0,00194	0,00339	0,00105	0,00204	
veza	s	0,00475	0,00261	0,00037	0,00043	0,00204	
ruski	p	0,00332	0,00087	0,00268	0,00129	0,00204	
veja	s	0,00122	0,0029	0,00243	0,0016	0,00204	
zagotavljati	g	0,00136	0,00058	0,00535	0,00086	0,00204	
streha	s	0,00229	0,00155	0,0032	0,00111	0,00204	
nesti	g	0,0017	0,00407	0,00096	0,00142	0,00204	
kamera	s	0,00262	0,00203	0,00213	0,00135	0,00203	
dialog	s	0,00108	0,00106	0,00143	0,00455	0,00203	
naveden	p	0,00163	0,00058	0,00462	0,00129	0,00203	
tok	s	0,00104	0,00155	0,00368	0,00185	0,00203	
zvok	s	0,00252	0,00068	0,00331	0,0016	0,00203	
februar	s	0,00203	0,00145	0,004	0,00062	0,00203	
vase	z	0,0014	0,00058	0,00169	0,00443	0,00203	
izboljšati	g	0,00179	0,00077	0,00331	0,00222	0,00202	
trikrat	r	0,00131	0,003	0,0023	0,00148	0,00202	
nekdaj	r	0,0017	0,00106	0,00304	0,00228	0,00202	
aktualen	p	0,00299	0,00174	0,00224	0,00111	0,00202	
največkrat	r	0,00102	0,00106	0,00254	0,00345	0,00202	
zgodaj	r	0,00139	0,00184	0,00232	0,00252	0,00202	
analiza	s	0,00238	0,00165	0,00373	0,00031	0,00202	
neumnost	s	0,00421	0,00068	0,00137	0,00178	0,00201	
c	s	0,00475	0,00048	0,00183	0,00098	0,00201	
pogum	s	0,00153	0,00039	0,00179	0,00431	0,00201	
osrednji	p	0,001	0,00068	0,00443	0,00191	0,00201	
južen	p	0,00204	0,00116	0,00383	0,00098	0,00200	
obleči	g	0,00164	0,00165	0,00195	0,00277	0,00200	
neumen	p	0,0032	0,00116	0,00142	0,00222	0,00200	
vložiti	g	0,00205	0,00087	0,00353	0,00154	0,00200	
n	s	0,00321	0,00165	0,00135	0,00178	0,00200	
pas	s	0,00169	0,00194	0,00393	0,00043	0,00200	
most	s	0,00202	0,00126	0,00274	0,00197	0,00200	
znotraj	d	0,00203	0,00145	0,00284	0,00166	0,00200	
bralec	s	0,0017	0,00058	0,00348	0,00222	0,00200	
ukrasti	g	0,00247	0,00106	0,00155	0,00289	0,00199	
priljubljen	p	0,00129	0,00048	0,00429	0,00191	0,00199	
demokracija	s	0,00513	0,00039	0,00183	0,00062	0,00199	
pozen	p	0,00127	0,00106	0,00341	0,00222	0,00199	
naleteti	g	0,00193	0,00077	0,00255	0,00271	0,00199	
sedmi	k	0,00074	0,00368	0,00187	0,00166	0,00199	
stisniti	g	0,0024	0,00126	0,00226	0,00203	0,00199	
enostaven	p	0,00305	0,00184	0,00208	0,00098	0,00199	
premakniti	g	0,00182	0,00281	0,00202	0,00129	0,00199	
neposreden	p	0,00144	0,00077	0,00474	0,00098	0,00198	
zapis	s	0,00383	0,00058	0,00284	0,00068	0,00198	
mladina	s	0,00249	0,00116	0,002	0,00228	0,00198	
motiv	s	0,00092	0,00068	0,00239	0,00394	0,00198	
komentirati	g	0,00433	0,00174	0,00142	0,00043	0,00198	
droga	s	0,00156	0,00087	0,00174	0,00375	0,00198	
napoved	s	0,0032	0,00087	0,00353	0,00031	0,00198	
zastonj	r	0,00406	0,00223	0,00099	0,00062	0,00198	
jama	s	0,00223	0,00106	0,00195	0,00265	0,00197	
oglas	s	0,00286	0,00242	0,00205	0,00055	0,00197	
agencija	s	0,00181	0,00136	0,00397	0,00074	0,00197	
uporaben	p	0,00253	0,00116	0,00282	0,00135	0,00197	
jezero	s	0,00152	0,00097	0,00272	0,00265	0,00197	
klop	s	0,00166	0,00116	0,00246	0,00258	0,00197	
združiti	g	0,00161	0,00106	0,00247	0,00271	0,00196	
last	s	0,00259	0,00087	0,00273	0,00166	0,00196	
odzvati	g	0,00115	0,00058	0,00249	0,00363	0,00196	
prenos	s	0,00377	0,00048	0,00342	0,00018	0,00196	
trden	p	0,00106	0,00106	0,00278	0,00295	0,00196	
dodatno	r	0,00179	0,00203	0,00286	0,00117	0,00196	
kakovost	s	0,00137	0,00058	0,00492	0,00098	0,00196	
sladek	p	0,00235	0,00116	0,00267	0,00166	0,00196	
mreža	s	0,00181	0,00155	0,00423	0,00025	0,00196	
tragičen	p	0,00066	0,00019	0,00096	0,00603	0,00196	
divji	p	0,0018	0,00068	0,00321	0,00215	0,00196	
teta	s	0,00132	0,00077	0,00113	0,00462	0,00196	
neznan	p	0,00203	0,00058	0,00301	0,00222	0,00196	
razprava	s	0,00213	0,00106	0,00371	0,00092	0,00196	
zagovarjati	g	0,00272	0,00068	0,00171	0,00271	0,00196	
zgubiti	g	0,00221	0,00348	0,00058	0,00154	0,00195	
spregovoriti	g	0,00104	0,00097	0,00303	0,00277	0,00195	
siliti	g	0,00163	0,00087	0,00174	0,00357	0,00195	
oboj	z	0,00302	0,00223	0,00157	0,00098	0,00195	
združen	p	0,00178	0,00145	0,00359	0,00098	0,00195	
aktivnost	s	0,00162	0,00136	0,00347	0,00135	0,00195	
izvoliti	g	0,00164	0,00465	0,00108	0,00043	0,00195	
vrat	s	0,00183	0,00077	0,00347	0,00172	0,00195	
nadaljnji	p	0,00152	0,00077	0,00495	0,00055	0,00195	
vlak	s	0,00275	0,00097	0,00222	0,00185	0,00195	
absolutno	r	0,00197	0,00474	0,0007	0,00037	0,00195	
trava	s	0,00205	0,00155	0,00246	0,00172	0,00195	
marsikdo	z	0,00205	0,00165	0,00191	0,00215	0,00194	
poudarjati	g	0,00093	0,00068	0,00357	0,00258	0,00194	
morebiten	p	0,00193	0,00077	0,00442	0,00062	0,00194	
okrogel	p	0,00169	0,00126	0,00281	0,00197	0,00193	
poškodba	s	0,00217	0,00106	0,00376	0,00074	0,00193	
uvesti	g	0,00241	0,00106	0,00217	0,00209	0,00193	
trud	s	0,00157	0,00039	0,00177	0,004	0,00193	
seja	s	0,00158	0,00165	0,00424	0,00025	0,00193	
varstvo	s	0,0014	0,00116	0,00479	0,00037	0,00193	
marsikateri	z	0,0015	0,00097	0,00229	0,00295	0,00193	
utrujen	p	0,00132	0,00097	0,00222	0,0032	0,00193	
čudno	r	0,00187	0,00281	0,00117	0,00185	0,00193	
čelo	s	0,00232	0,00077	0,003	0,0016	0,00192	
četudi	v	0,002	0,00068	0,00254	0,00246	0,00192	
uradno	r	0,00302	0,00184	0,00232	0,00049	0,00192	
usesti	g	0,00092	0,00339	0,00113	0,00222	0,00192	
planet	s	0,00373	0,00097	0,00239	0,00055	0,00191	
vabljen	p	0,00383	0,00087	0,00097	0,00197	0,00191	
hip	s	0,0013	0,00087	0,00338	0,00209	0,00191	
iskren	p	0,0024	0,00145	0,00139	0,0024	0,00191	
izvedba	s	0,00182	0,00087	0,00445	0,00049	0,00191	
verski	p	0,00157	0,00058	0,00189	0,00357	0,00190	
zanimanje	s	0,00106	0,00058	0,00324	0,00271	0,00190	
kupec	s	0,00206	0,00077	0,00298	0,00178	0,00190	
prilagoditi	g	0,00117	0,00126	0,00202	0,00314	0,00190	
nogomet	s	0,00222	0,00077	0,00207	0,00252	0,00190	
zaželeti	g	0,00117	0,00097	0,00162	0,00382	0,00190	
pravljica	s	0,00229	0,00097	0,0021	0,00222	0,00190	
severen	p	0,00189	0,00155	0,00345	0,00068	0,00189	
predstavljen	p	0,00081	0,00048	0,00215	0,00412	0,00189	
osvojiti	g	0,00203	0,00077	0,00316	0,0016	0,00189	
čuditi	g	0,00379	0,00058	0,00153	0,00166	0,00189	
pripomoči	g	0,001	0,00077	0,00253	0,00326	0,00189	
znamka	s	0,00265	0,00097	0,00324	0,00068	0,00189	
naroden	p	0,00172	0,00039	0,00377	0,00166	0,00189	
stiska	s	0,00124	0,00087	0,00223	0,0032	0,00189	
angleščina	s	0,00178	0,00194	0,0014	0,0024	0,00188	
dobrodošel	p	0,00417	0,00116	0,00182	0,00037	0,00188	
prijava	s	0,00255	0,00039	0,00266	0,00191	0,00188	
revščina	s	0,00141	0,00077	0,00108	0,00425	0,00188	
predavanje	s	0,00215	0,00213	0,00261	0,00062	0,00188	
natančen	p	0,00171	0,00165	0,00346	0,00068	0,00188	
izgubljen	p	0,00183	0,00068	0,00215	0,00283	0,00187	
obvladati	g	0,00281	0,00155	0,00208	0,00105	0,00187	
delavnica	s	0,00182	0,00097	0,00346	0,00123	0,00187	
intervju	s	0,00393	0,00145	0,00173	0,00037	0,00187	
preživljati	g	0,00068	0,00048	0,00176	0,00455	0,00187	
pošteno	r	0,00263	0,00097	0,00202	0,00185	0,00187	
zvedeti	g	0,0016	0,00136	0,00113	0,00338	0,00187	
bodoč	p	0,00241	0,00126	0,00232	0,00148	0,00187	
g	s	0,0027	0,00039	0,00394	0,00043	0,00187	
obiskovalec	s	0,00112	0,00039	0,00435	0,0016	0,00187	
praznovati	g	0,00301	0,00136	0,00216	0,00092	0,00186	
ladja	s	0,0015	0,00019	0,00298	0,00277	0,00186	
notranjost	s	0,00125	0,00048	0,00294	0,00277	0,00186	
poteza	s	0,00233	0,00145	0,00273	0,00092	0,00186	
desetletje	s	0,00216	0,00058	0,00413	0,00055	0,00186	
priča	s	0,00129	0,00087	0,00274	0,00252	0,00186	
ključ	s	0,00202	0,00126	0,00271	0,00142	0,00185	
zahoden	p	0,00193	0,00116	0,00346	0,00086	0,00185	
predvidevati	g	0,0026	0,00126	0,00226	0,00129	0,00185	
soden	p	0,00199	0,00048	0,00303	0,00191	0,00185	
nasprotnik	s	0,00251	0,00058	0,00198	0,00234	0,00185	
dovoljenje	s	0,00185	0,00087	0,00382	0,00086	0,00185	
ohranjati	g	0,00104	0,00068	0,00254	0,00314	0,00185	
dobesedno	r	0,00296	0,00136	0,00216	0,00092	0,00185	
upirati	g	0,00084	0,00048	0,00139	0,00468	0,00185	
zmotiti	g	0,00249	0,00174	0,00155	0,0016	0,00185	
voditelj	s	0,00205	0,00048	0,0022	0,00265	0,00185	
senca	s	0,002	0,00106	0,00296	0,00135	0,00184	
tekoč	p	0,00176	0,00194	0,00323	0,00043	0,00184	
lagati	g	0,003	0,00097	0,00105	0,00234	0,00184	
izbor	s	0,00252	0,00077	0,00389	0,00018	0,00184	
pritegniti	g	0,00077	0,00097	0,00253	0,00308	0,00184	
podpreti	g	0,00273	0,00097	0,0026	0,00105	0,00184	
delno	r	0,00147	0,00126	0,00276	0,00185	0,00184	
snemati	g	0,00175	0,00368	0,00135	0,00055	0,00183	
moralen	p	0,00197	0,00039	0,00165	0,00332	0,00183	
ozek	p	0,00144	0,00097	0,00393	0,00098	0,00183	
maska	s	0,00167	0,00029	0,00172	0,00363	0,00183	
greh	s	0,00204	0,00048	0,00152	0,00326	0,00183	
temelj	s	0,00157	0,00087	0,00277	0,00209	0,00183	
pojav	s	0,00168	0,00087	0,00283	0,00191	0,00182	
literatura	s	0,00111	0,00174	0,00247	0,00197	0,00182	
sesti	g	0,00168	0,00155	0,00294	0,00111	0,00182	
izziv	s	0,00214	0,00106	0,00328	0,0008	0,00182	
zahteven	p	0,00146	0,00097	0,00386	0,00098	0,00182	
navaditi	g	0,00206	0,00252	0,00133	0,00135	0,00182	
kritičen	p	0,00194	0,00087	0,0023	0,00215	0,00182	
pravičen	p	0,00134	0,00039	0,00091	0,00462	0,00182	
prepir	s	0,00058	0,00019	0,00113	0,00535	0,00181	
šolanje	s	0,00058	0,00029	0,00132	0,00505	0,00181	
mojster	s	0,00303	0,00058	0,00282	0,0008	0,00181	
razširiti	g	0,00124	0,00116	0,00335	0,00148	0,00181	
trenuten	p	0,00305	0,00116	0,00216	0,00086	0,00181	
menjati	g	0,00431	0,00145	0,00091	0,00055	0,00181	
i	s	0,00297	0,00155	0,00171	0,00098	0,00180	
križ	s	0,00221	0,00097	0,00258	0,00142	0,00180	
vodilen	p	0,00177	0,00077	0,00315	0,00148	0,00179	
stavba	s	0,00132	0,00126	0,00366	0,00092	0,00179	
ukaz	s	0,00091	0,00029	0,00147	0,00449	0,00179	
proti	r	0,00243	0,0029	0,00133	0,00049	0,00179	
razkriti	g	0,0019	0,00058	0,00275	0,00191	0,00179	
prepovedati	g	0,00238	0,00048	0,00145	0,00283	0,00179	
začenjati	g	0,0029	0,00097	0,00234	0,00092	0,00178	
priimek	s	0,00213	0,00184	0,00181	0,00135	0,00178	
mačka	s	0,00238	0,00165	0,00174	0,00135	0,00178	
dolžnost	s	0,0014	0,00058	0,00286	0,00228	0,00178	
užitek	s	0,00224	0,00058	0,00252	0,00178	0,00178	
obramba	s	0,00248	0,00136	0,00284	0,00043	0,00178	
čaj	s	0,00217	0,00097	0,00267	0,00129	0,00178	
tečaj	s	0,00176	0,00174	0,00292	0,00068	0,00178	
posneti	g	0,00224	0,00184	0,00253	0,00049	0,00178	
pregledati	g	0,0018	0,00203	0,00265	0,00062	0,00178	
dovoljen	p	0,00267	0,00048	0,00208	0,00185	0,00177	
gradnja	s	0,00167	0,00087	0,00411	0,00043	0,00177	
nobeden	z	0,00099	0,00136	0,00079	0,00394	0,00177	
ustanoviti	g	0,00169	0,00077	0,00313	0,00148	0,00177	
pohvaliti	g	0,0022	0,00126	0,00213	0,00148	0,00177	
izogibati	g	0,00185	0,00058	0,00216	0,00246	0,00176	
vrhunski	p	0,00318	0,00077	0,00266	0,00043	0,00176	
katastrofa	s	0,00319	0,00136	0,00138	0,00111	0,00176	
preživetje	s	0,00135	0,00039	0,00173	0,00357	0,00176	
gledališče	s	0,00062	0,00126	0,00343	0,00172	0,00176	
najin	z	0,00078	0,00203	0,00256	0,00166	0,00176	
plošča	s	0,00133	0,00165	0,00368	0,00037	0,00176	
črta	s	0,00217	0,00155	0,00275	0,00055	0,00176	
zgraditi	g	0,00151	0,00077	0,00283	0,00191	0,00176	
razvit	p	0,00124	0,00068	0,00264	0,00246	0,00176	
rjav	p	0,00087	0,00097	0,0021	0,00308	0,00176	
prepozno	r	0,00211	0,00077	0,00131	0,00283	0,00176	
panika	s	0,0035	0,00184	0,00099	0,00068	0,00175	
vključevati	g	0,00099	0,00077	0,00328	0,00197	0,00175	
hvaliti	g	0,00318	0,00136	0,00117	0,00129	0,00175	
enajst	k	0,00034	0,00465	0,00152	0,00049	0,00175	
presenečenje	s	0,00219	0,00116	0,00272	0,00092	0,00175	
telefonski	p	0,00127	0,00174	0,00312	0,00086	0,00175	
nasprotno	r	0,00148	0,00039	0,00266	0,00246	0,00175	
postava	s	0,00106	0,00039	0,00227	0,00326	0,00175	
opravičiti	g	0,00165	0,00097	0,00128	0,00308	0,00175	
zrasti	g	0,00193	0,00165	0,00235	0,00105	0,00175	
pristop	s	0,00186	0,00116	0,00309	0,00086	0,00174	
spanje	s	0,00233	0,00106	0,00192	0,00166	0,00174	
prepričevati	g	0,001	0,00029	0,00082	0,00486	0,00174	
